# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,16,15,16,19,18,19,20,21,0,
(8,11),(11,9),-0.421137 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0176173 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0675335 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.117042 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.204618 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.210806 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.435216 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.513128 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.228557 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.475888 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.697632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.421137 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.562299 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0584771 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.23593 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.379397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.210806 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0498571 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.726398 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.475888 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.562299 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0584771 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.23593 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.379397 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.710066 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0519043 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0498571 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.726398 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.32608 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.446044 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0981336 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.547023 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0884893 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.234937 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.469832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.190508 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.645855 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.261897 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.175642 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.431293 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.00407184 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.360424 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.292548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.125133 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.273884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.209965 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0256871 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.255775 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.173962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.00959117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.365482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,17),-0.2982 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.194043 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.2536 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0903861 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.114642 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.726521 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.390312 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0411113 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0492878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.183705 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.13397 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.394799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0713624 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.431293 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.167063 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.536175 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0618858 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.376776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0325903 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0132235 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.0846127 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.225266 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.175051 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.0956888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0853517 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0541201 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.0287399 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.214702 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.43827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.00699961 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0129849 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.377851 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.275113 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.13446 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.350766 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.199574 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.164584 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.105447 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.022487 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.238361 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.324868 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0895085 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.100119 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.135064 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.114584 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0275657 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0371656 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.120348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.102383 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.176061 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.314031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,2),-0.199739 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0866922 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0209241 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0200126 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.114799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.287355 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.103853 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.0217248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.124223 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.123977 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.199739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0866922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0209241 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0200126 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.114799 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.287355 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.180275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.103853 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.190681 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.347721 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.275228 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.138485 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.111642 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.124407 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.391174 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0756386 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0179877 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.612283 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.448758 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.803249 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.155277 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0819896 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0847883 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.585359 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.29199 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0327147 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0194343 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0846856 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.229504 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.19554 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.116537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.295895 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0687399 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.527778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0320323 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.475795 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.281404 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.49912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,15),-0.335054 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.375824 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.325736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.295895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0687399 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.527778 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0320323 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.475795 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.281404 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0494895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.49912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.255313 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0807958 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.21098 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0361695 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.00220515 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.282997 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.200538 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.157976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.38317 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.349206 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.835132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.238975 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.166732 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.017773 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0229971 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.12498 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.223994 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.181318 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.246774 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.41838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.150858 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.339233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.201441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0635183 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.242211 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.249755 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.325145 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.0448995 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.277554 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.310236 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.276272 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.644843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.196803 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.41185 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.633614 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0160984 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0173899 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.797491 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.277554 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.644843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.196803 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.41185 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.633614 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.480777 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0818825 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0173899 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.797491 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.424224 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.645446 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.225844 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.527217 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.493253 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.731208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.22719 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.431037 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.577714 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.567142 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.607912 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.355112 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.730718 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.84606 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0513486 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.00918942 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.140536 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.185815 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0451807 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.485372 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0939198 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.0441536 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.115299 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.0596801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.121402 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.110141 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0891499 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.168207 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.172454 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.24066 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.329351 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.261945 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.129514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.17852 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.182767 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0847965 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.173077 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.116449 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.142222 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.374067 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.258458 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.262705 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.358512 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.103194 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0998391 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.174413 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.0725486 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.160502 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.419128 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.800245 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.423255 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.535331 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.247439 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.110886 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.309405 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.371128 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.717505 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.546037 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.680182 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.633391 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.429745 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.190163 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.462574 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.778451 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-1.01846 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.606608 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.39056 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.635149 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.773347 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.387925 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.385237 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.345219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.860157 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.778451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.01846 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.606608 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.39056 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.635149 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.773347 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.753542 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.387925 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.860157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.606608 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.39056 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.635149 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.773347 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.753542 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.46565 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.384098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.547306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.265709 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.385237 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.345219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.590611 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.717505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.198892 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.630693 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.24724 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.00917661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.639189 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.647853 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.399981 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.344228 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.185609 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.347111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.10025 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0713168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.140268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0498067 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.75933 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.618713 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.672519 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.799569 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.511677 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.375124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.156316 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.545888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.480359 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.299192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.41282 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.681725 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.672519 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.375124 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.156316 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.545888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.480359 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.398038 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.333331 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.41282 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.681725 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.803028 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.715322 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.05037 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.595692 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.468732 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.716216 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.785461 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.497568 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.361016 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.142111 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.314839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.0164745 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.120375 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0803572 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0666785 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.202174 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.494855 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.00984172 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.42209 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.480651 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.212043 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.473197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.358857 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.507681 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.459854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.393485 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.263045 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.272762 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.451116 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.21189 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.321625 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.349811 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.336922 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.349678 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.359395 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.245152 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.294829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.729923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
