# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,15,0,14,15,16,18,18,19,21,0,26,0,26,26,26,27,0,
(22,21),(21,9),-0.634305 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.982156 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.480419 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.645048 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.401966 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.199395 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.420749 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.38912 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.109789 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.433281 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.465384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.320179 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.281812 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.246623 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-1.60011 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.471259 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.876917 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.2362 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.719481 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.899094 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.09763 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.15425 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.706552 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.478795 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.65636 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.766961 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.34792 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.574748 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.293964 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.318355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.076152 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0151762 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.692918 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.564259 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.236807 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.310205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0686774 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.624007 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-1.00786 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-1.06448 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.608699 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.431885 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.67719 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.355494 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.588508 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.196111 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.485836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.392304 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.36438 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.266672 # DEPENDENCYPART_GRANDPAR
(22,26),(26,2),-0.734609 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-1.30205 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.47461 # DEPENDENCYPART_GRANDPAR
(22,26),(26,7),-0.676574 # DEPENDENCYPART_GRANDPAR
(22,26),(26,8),-0.446314 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-0.875711 # DEPENDENCYPART_GRANDPAR
(22,26),(26,10),-1.2584 # DEPENDENCYPART_GRANDPAR
(22,26),(26,11),-0.71809 # DEPENDENCYPART_GRANDPAR
(22,26),(26,12),-0.921292 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-1.05009 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-1.10671 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-0.661265 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.463976 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.65497 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.719417 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.34653 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.591866 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.248677 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.319383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.022067 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.101094 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.121215 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.00659175 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-1.19002 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.3374 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-1.50996 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-0.702656 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-0.470456 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-0.883123 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-0.725737 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-0.687347 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-0.479285 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.662616 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.742998 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.354176 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.603772 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.274759 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.362289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),-0.107309 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.225863 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.260671 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.0946214 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.475996 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),0.0249568 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),0.438135 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),0.00374476 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.2909 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.231302 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),0.181876 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.18489 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.0720075 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.532791 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.0632181 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),0.34996 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),0.0269164 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.313898 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.291334 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),0.00646515 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.123306 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.334168 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),0.07901 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.36878 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),0.0955868 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.291453 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),0.0603445 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-0.439087 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-0.765035 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.0180431 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),0.00732676 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.371449 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.432567 # DEPENDENCYPART_GRANDPAR
(23,11),(11,21),0.299574 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-0.539879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,1),0.00646515 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),0.0603445 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),0.0684176 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),0.321661 # DEPENDENCYPART_GRANDPAR
(23,12),(12,26),-0.765035 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.0431565 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),0.255918 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),0.076245 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.205477 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.0654011 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.0431565 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.0699073 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.281622 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.218906 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),0.00138027 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),0.140475 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),0.255918 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),0.076245 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.0141025 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.0941999 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.52857 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.0659686 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.14807 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.309677 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.27927 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.0328696 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.0239581 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),0.227116 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.0881881 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0915195 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.152638 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.200793 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.173186 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),0.0482332 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.678509 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.0979417 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.243436 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.0265045 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.0876231 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.204841 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.418661 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.0567122 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),0.0974814 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),0.0363627 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),0.0143871 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.0758879 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.406782 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.299574 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.539879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,12),0.076245 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.0141025 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.0752212 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.0211608 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.00714165 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.00945275 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.0159424 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.186631 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.602748 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.285158 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),0.00830807 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0559219 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),0.100721 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.0396018 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.0176249 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.0650969 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.00932953 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.0653873 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.299574 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.539879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,4),0.158745 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.176798 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.150669 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-2.08859e-05 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0396244 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.151012 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.185905 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.300434 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0465183 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.565615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,25),-0.431768 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.761785 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.324419 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.0941999 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.14807 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.27927 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.0328696 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.0239581 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),0.227116 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.0881881 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.00689406 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),0.0152523 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.0382539 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.126853 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.191515 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.0679967 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0175842 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.546622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.357452 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.678509 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),0.158745 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),0.215268 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.0396244 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.185905 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0355032 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.679568 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.565615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.376845 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.431768 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.761785 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.324419 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.510641 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.214067 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),0.212189 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.0315485 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.402698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,7),-0.483601 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.371059 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.432178 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.180818 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.0943787 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.406392 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.000102517 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.0914772 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),0.348082 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),0.0910416 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.522737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.27782 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.480403 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.467466 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.766299 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.734003 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.660269 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.241051 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.501528 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.409674 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.427295 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.20818 # DEPENDENCYPART_GRANDPAR
(24,20),(20,4),-0.971678 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-1.14044 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.795829 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.360764 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.563269 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-1.0338 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.282668 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.516364 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.227872 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.321857 # DEPENDENCYPART_GRANDPAR
(24,20),(20,25),-0.257298 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.256532 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.250867 # DEPENDENCYPART_GRANDPAR
(24,21),(21,1),-0.921822 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-1.26415 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.264314 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.849064 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.589531 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.731075 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.669222 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.797599 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.348969 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.568864 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.862633 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.287917 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.314013 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.263919 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.235701 # DEPENDENCYPART_GRANDPAR
(24,21),(21,25),-0.229023 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.220237 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.971678 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.726757 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.563269 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.282668 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.286386 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.367073 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.321857 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.43771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.257298 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.256532 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.250867 # DEPENDENCYPART_GRANDPAR
(24,23),(23,6),-1.26638 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.26493 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.851288 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.589541 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.733299 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.669232 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-1.00039 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.96809 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.796414 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.349584 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.571088 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.861448 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.290141 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.314018 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.367658 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.157555 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.429403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.229023 # DEPENDENCYPART_GRANDPAR
(25,7),(7,1),-0.418483 # DEPENDENCYPART_GRANDPAR
(25,7),(7,2),-0.339676 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),-0.322128 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.218806 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),0.00724899 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.457999 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),-0.355535 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-0.198731 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.691303 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),-0.247621 # DEPENDENCYPART_GRANDPAR
(25,7),(7,26),-0.223644 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.312203 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.46647 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.294104 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.320986 # DEPENDENCYPART_GRANDPAR
(25,14),(14,1),-0.73599 # DEPENDENCYPART_GRANDPAR
(25,14),(14,5),-0.312203 # DEPENDENCYPART_GRANDPAR
(25,14),(14,6),-0.662192 # DEPENDENCYPART_GRANDPAR
(25,14),(14,7),-0.221088 # DEPENDENCYPART_GRANDPAR
(25,14),(14,8),-0.318799 # DEPENDENCYPART_GRANDPAR
(25,14),(14,9),-0.385318 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),-0.289477 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.46647 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.294104 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.123891 # DEPENDENCYPART_GRANDPAR
(25,15),(15,1),-0.418483 # DEPENDENCYPART_GRANDPAR
(25,15),(15,2),-0.339676 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),0.00724899 # DEPENDENCYPART_GRANDPAR
(25,15),(15,6),-0.457999 # DEPENDENCYPART_GRANDPAR
(25,15),(15,7),-0.132802 # DEPENDENCYPART_GRANDPAR
(25,15),(15,8),-0.305737 # DEPENDENCYPART_GRANDPAR
(25,15),(15,9),-0.079756 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.447864 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),-0.148968 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),-0.452492 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),-0.148914 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.195767 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.373522 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),-0.231144 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),-0.114813 # DEPENDENCYPART_GRANDPAR
(25,15),(15,26),-0.223644 # DEPENDENCYPART_GRANDPAR
(25,16),(16,7),-0.12288 # DEPENDENCYPART_GRANDPAR
(25,16),(16,8),-0.166711 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.211913 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.258766 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.118895 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),-0.569537 # DEPENDENCYPART_GRANDPAR
(25,18),(18,12),-0.294104 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.123891 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.170743 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.217103 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.18534 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.434263 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),-0.204655 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.519355 # DEPENDENCYPART_GRANDPAR
(25,18),(18,26),-0.0316459 # DEPENDENCYPART_GRANDPAR
(25,19),(19,7),-0.184934 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),-0.509226 # DEPENDENCYPART_GRANDPAR
