# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(9,5),(5,7),-0.150819 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0149778 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.0377495 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0296588 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.157253 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0438358 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0183137 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.17303 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0976298 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.239668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0281901 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.000509593 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.273789 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.285619 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),0.00158387 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0296689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.157243 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0438459 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.019906 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.173039 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.306031 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0180263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.13204 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.346736 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.0400461 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.383252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.146709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.156008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.082162 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.128481 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.175339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.21564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.42996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00283837 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0326331 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.327745 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.267855 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0332736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.137848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0877943 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.21203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.185822 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0780347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.00611094 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.200322 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.064894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.16995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.202721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0133326 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0237177 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0206726 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0466669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.281752 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.131011 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.252273 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.0442293 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.339432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.25287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.267585 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0986995 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.272853 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.130868 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0788196 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.258686 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.0951186 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.171561 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.306753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.0222648 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.200322 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.064894 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.16995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.202721 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0133326 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0828193 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.10256 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0986108 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.281186 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.131011 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),-0.240221 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0325472 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.295 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.391239 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.124958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.059778 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.109635 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.270379 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.226614 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.243626 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.101269 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.28239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.285694 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0178496 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.258434 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.47032 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.158178 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.320001 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0232123 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.260896 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.752781 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.130408 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.545305 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.00598988 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.524989 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.148786 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0330588 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.000516032 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.066017 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0318102 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.108236 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0637338 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.474803 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.343261 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.411487 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.408746 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.578162 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.378021 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.236067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.455155 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.329447 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0330766 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.000498232 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0660348 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.278268 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0625768 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0637338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.192403 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.177532 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.333874 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0259582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0199479 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.496886 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0330588 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.000516032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.066017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.276664 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0625931 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0372603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.028915 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.432831 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.474803 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0272692 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.130271 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0713587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.141211 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.00314702 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.17271 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0901572 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.095583 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.592057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.364989 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.281212 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.372426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.477441 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.30664 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.647133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.373668 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.321194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.0760638 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.421739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.241433 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.335199 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.309382 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.398546 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.0692803 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.388603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.17684 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0358838 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.030945 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.118487 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.233072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.07642 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.277714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.323581 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.354848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.0655112 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.619652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.422017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.429749 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.429486 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.468255 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.226761 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.36724 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.372219 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.63534 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.321411 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.309382 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.398546 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.0692803 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.388603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.17684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0341277 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0290178 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.116264 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.297764 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.07642 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.489659 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.334491 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.521033 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.408788 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.207104 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.284239 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),0.0497721 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.35633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.28616 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0117484 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.120449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0358245 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.270702 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.184481 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.172178 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0247192 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0350741 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.377756 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.293485 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.30001 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.128904 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.221966 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.354761 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.0216972 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0215702 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.295286 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.248556 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.141558 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0838097 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0272542 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.514649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,15),-0.381567 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0979926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.049229 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.289279 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.17378 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.124316 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.00903403 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0630321 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.069012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.428862 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.492197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.348192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.351051 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.328012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.343403 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.506069 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.112549 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.120371 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.426789 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.321287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.407537 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.156544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0712115 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0784949 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.181151 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.499282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.317791 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.318083 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.297611 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.475925 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.244039 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.267491 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0240019 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.347521 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.36819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.082433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.187949 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.189176 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0878893 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.12443 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.283332 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.247538 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.205288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0167654 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.361888 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.388542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.240514 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.331475 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.29179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.153244 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.42404 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.282447 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.413541 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.176574 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.170301 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.764514 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.297087 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.432721 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.302423 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.420392 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.323408 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.177154 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0551232 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0168651 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.211512 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.268802 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.429266 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.36154 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.374444 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.339083 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.131207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0014815 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0834784 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.38175 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0512732 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.962121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.709625 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.74459 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.281932 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.40207 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.283007 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.333486 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.271501 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.00473857 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.442885 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.238492 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0830179 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.453184 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.33576 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0182715 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.02745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.77295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.809918 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.467172 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.334929 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.187809 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.461544 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.288517 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.0067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.747767 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.362273 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.190524 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.149102 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.657521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.245223 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.0333255 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.893603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0658302 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0127157 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0387412 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.509199 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.638141 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.478884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.265713 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.771468 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.424084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.108552 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.887275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.601786 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.439092 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.829627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.536158 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.212572 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.460633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.486106 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.730378 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.485627 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.247162 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.272456 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.733283 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.359112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.113222 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.751216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.41614 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.223076 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.156394 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0362154 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.309711 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.0219314 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.945832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.680117 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.230815 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.728301 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.223181 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.35372 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.306166 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.771901 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.395951 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.424973 # DEPENDENCYPART_GRANDPAR
