# _root_ Hannes_Alfven : Big_bang bir _ söylencedir , _ _ haksızlık etmeyelim , belki de iyi bir söylence .
#goldHeads=5,0,6,5,6,7,17,9,10,11,17,0,17,13,17,17,2,0,
#predictedHeads=6,0,5,5,6,7,11,9,10,11,12,17,17,13,17,17,18,0,
(6,17),(17,4),-0.179692 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.0763584 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.0475528 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0278702 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.430381 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0404548 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.524883 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0382152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0437008 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.39349 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0488352 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.374003 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0736283 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.168672 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.282109 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0413952 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.38399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.412371 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.271672 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.475695 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0920138 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.223252 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.164711 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.076156 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.221533 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.333041 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0985296 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.528965 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.480429 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.581726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.335202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.372794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.230973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.120757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.428379 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.348015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0434395 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.164691 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.00480391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0778311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0258593 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.147304 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.357769 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.241041 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0820166 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.421094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.356724 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0488013 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.388484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0365364 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.326494 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.336382 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.466706 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.369565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.293985 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.4776 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.0645405 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.125163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.104673 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.199324 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0648086 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.300406 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.285101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.00761402 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0412717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0623072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.07852 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.285437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.23802 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0372536 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.382041 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.296803 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0950025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.259398 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.141322 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.450689 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.48855 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.483872 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.34175 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.594627 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.157435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.25414 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.245971 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0424293 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0498328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.144473 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0359001 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.109207 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0135897 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.156003 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.101446 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0954969 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.343877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.277563 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0295342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.304385 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0998669 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.854145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.911576 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.457452 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.00818044 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.363019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.154512 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.45835 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.113986 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.00715752 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.461844 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.881324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,11),-0.4961 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.0831179 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.395365 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.580242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.328418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.504461 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.136691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0562198 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.867084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,17),-0.0906638 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.233383 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.215139 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.396942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.352828 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.273553 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.527197 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0303496 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.0976914 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.296543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.226706 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.425943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.130115 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.243945 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.252298 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.384458 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.282438 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.370568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.200519 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.268564 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.41419 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.377529 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.211229 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.263724 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.359412 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.197549 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.281082 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.163022 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.0689788 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.157231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.229756 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0434661 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.110025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.496923 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.238579 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.347096 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.135912 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.0722743 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.10833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.252298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0772354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0369976 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.370568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,16),-0.268564 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.736425 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.42868 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.544489 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.332427 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.757098 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.350977 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.349635 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.212884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0799283 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0328508 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0188145 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.154074 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.430017 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.126916 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.237669 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0554515 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.497932 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.321716 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.400163 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.105921 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.473274 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.159133 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.0715063 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.131434 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.421214 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.516828 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.46124 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.97576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.245156 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.559158 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.339598 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.374943 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.400163 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.105921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.159133 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.0715063 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.345666 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.313026 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.231395 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.250789 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.231046 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.513097 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0275373 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.20163 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.830886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,16),-0.0117694 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.296202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.379174 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.208024 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.319689 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0281927 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0385967 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.927611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.203735 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.132553 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.511009 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.290647 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.159462 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.165311 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0704533 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.187371 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.109642 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.245658 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0230057 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.576337 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.231046 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.363524 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.164708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.20163 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.0117694 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.277049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.140092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.25983 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.366806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.125575 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.558858 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.407541 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.671418 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.54628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.163703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.0239531 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.880714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.226742 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0399912 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.189063 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0342784 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.879766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.111797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.132987 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.116495 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0498773 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0673115 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0580123 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.248394 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.0544337 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.156912 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.576475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,16),-0.19989 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.224537 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.216502 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.0394948 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.157787 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.112496 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.641031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,17),-0.583095 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.219527 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.144003 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.248394 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.0544337 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.576475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,16),-0.19989 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0488201 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.262239 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.355239 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0788776 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0460276 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.179718 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.159668 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.0652935 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.14404 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.0535993 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.215485 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0294117 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0621285 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.187686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.332754 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0600327 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0112002 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.642411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.132232 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.625153 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.113078 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0525564 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0499628 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.170752 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.763979 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.321066 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.548019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.22389 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.493913 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0460276 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.244133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.34114 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0652935 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.0535993 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.236019 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0512838 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.444742 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.20338 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.257639 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.454097 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.323604 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.220636 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.146857 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0554632 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0207656 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.179281 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.259311 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.135484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.188637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.135038 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.194524 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.165701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.19989 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.0948304 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.0891325 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0751739 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.119674 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.000571391 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.745945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.188366 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.331896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.210871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.125093 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.278829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0725532 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.128689 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.534397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.0510083 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.10463 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.0387106 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.255323 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.313944 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.242984 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.0597667 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.233628 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.152346 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.151317 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.485938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.249611 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0361051 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.183202 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.127181 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.13434 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.212657 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.0682553 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.111152 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.218948 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.20172 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.0468021 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.157157 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.192364 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.19078 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.114942 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.598379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.332584 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.12917 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0479018 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.19538 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.173154 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.622964 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.057523 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.321717 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.269907 # DEPENDENCYPART_GRANDPAR
