# _root_ Bu , dedikodu _ _ denen haz dünyasından ırak _ yaşayan bir püriten olsun , _ gidip zaman_zaman ona içimizi_dökelim .
#goldHeads=14,0,4,5,6,8,8,9,10,11,13,13,14,15,20,17,20,20,20,21,0,
#predictedHeads=14,0,5,5,6,7,8,10,10,11,13,13,14,15,20,17,20,20,20,21,0,
(21,17),(21,19),-0.0913105 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.00565294 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0481365 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.045352 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0422244 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.596035 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-1.38384 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-1.90412 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.998234 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-2.9454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-1.19523 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),-0.205058 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.178594 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.343605 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-1.33274 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-1.16599 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.340749 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.410748 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.688873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.58919 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.85302 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.68007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-1.18389 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.56346 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.564762 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-2.70567 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.624694 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.454644 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-1.20266 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.366842 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-2.1727 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-2.00595 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.739986 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-1.22839 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.988427 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-2.69298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-1.0798 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-1.55769 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-1.10298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-1.66727 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-2.9454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.658649 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.502354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-1.19523 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.381798 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-1.03732 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0746263 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.323067 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-1.72436 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.414435 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.943812 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.316329 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.588318 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.367258 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-2.76563 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.567509 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.410137 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.448357 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.760566 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.255536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0232238 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0349587 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.101771 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.085821 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.407575 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.255536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),-0.185306 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0702419 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.137055 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.118707 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.223988 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.070632 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.085821 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.407575 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.198704 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.221244 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.215002 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.448798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.373048 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.374682 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.809105 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.830212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.590336 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.348813 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.829629 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.215002 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),-0.373048 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.31621 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.296734 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.208337 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.395588 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.599608 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.295772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.809105 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.830212 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.305079 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.590336 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.348813 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.829629 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.808341 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.63474 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),0.210866 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.233662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.093828 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0540044 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0345288 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.021864 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.0712878 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.132732 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0655709 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.171305 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.132629 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.269792 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.456015 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0252715 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.23833 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.029694 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.415155 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.418023 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.356951 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.395588 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.599608 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.362829 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.48416 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.922891 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.756628 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.378574 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.348813 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.829629 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.296085 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.808341 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.63474 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),0.212782 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.217749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,5),-0.0190714 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.0682888 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.135731 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0524527 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.155848 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.119511 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.256674 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.459014 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.500908 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.147524 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.371501 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.10578 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.476706 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.0292676 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.348991 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.814194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,7),-0.464305 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.157897 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.40148 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.368283 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.485415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.399353 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.509754 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.369224 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0545631 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.824737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,10),0.0601037 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.315333 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.193964 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),0.029033 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.470114 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.0468258 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.369224 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0545631 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.824737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.284685 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0601037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.470114 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.463206 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.168452 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.27714 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.33246 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.389973 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.169275 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.186411 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.256515 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.198254 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.53305 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.299933 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.437495 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.217481 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.486411 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.266688 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.399614 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.289044 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.186971 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.245084 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.116274 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.618321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,10),-0.454086 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.556021 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.68203 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.458111 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0964935 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0893215 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.647639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.377492 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.510625 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.475383 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.0838334 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.0469689 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.69111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.420963 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0233402 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.381711 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.481447 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.125487 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.139332 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.544941 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.225841 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.249371 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0177623 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.142388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.452353 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.406373 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.301208 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.227378 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.298728 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0285475 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.136319 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.236056 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0735992 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.300408 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.166403 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.419236 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.417896 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.213243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.47262 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.032042 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.294179 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.285399 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.304833 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.314145 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.551535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.281388 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.0811338 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.133817 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.233553 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0210128 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.387299 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.111076 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.361389 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.152181 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.36693 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.272555 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.120139 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0244564 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.355068 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.485095 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.381711 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.481447 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.21555 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.450628 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.400075 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.596055 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.529304 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0177623 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.142388 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.133815 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.452353 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.406373 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.248085 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.347822 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.26645 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.476101 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.450498 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.084589 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.0285474 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0735993 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.166403 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.419236 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.154684 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.462536 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.456682 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.528352 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.067362 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.13411 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.331917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.277797 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.197014 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.388389 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.198123 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.456044 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.402101 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.0961526 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.177233 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0169786 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0283672 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.543066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,12),-0.559911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.113424 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.216486 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0295768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.192506 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.125189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.279828 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.359953 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.329167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),0.125476 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.203868 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.164573 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.191915 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.0523771 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.586537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0234343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.414424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.671772 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.191532 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.28042 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.444964 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.191519 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0305587 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.089167 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.208775 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.0903941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.385762 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.280799 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.538146 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.407537 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.44178 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.170569 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.35456 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0253993 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0882876 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.149288 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.175527 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.139383 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.29172 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0139045 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.110171 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.177282 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.295182 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.225864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.264683 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.100125 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.110609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.430153 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.173392 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.250453 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.184333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.163487 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.0176581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.203562 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.100125 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.110609 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.430153 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.267546 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.173392 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.0176581 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.197654 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.889492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.579127 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.526602 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.392469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.192051 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.205564 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.474503 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.389786 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.358714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.086522 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.314895 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.50239 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.321109 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.170637 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.42787 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.438827 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.389786 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.358714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.086522 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.242804 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.314895 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.42787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.487217 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0472248 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.134487 # DEPENDENCYPART_GRANDPAR
