# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(1,18),(18,14),-0.396035 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.703999 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.215048 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.367836 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.341528 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.478994 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.356092 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.390371 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.419718 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.396035 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.703999 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.214716 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.367836 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.494697 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.513175 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.426442 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.892027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.284819 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.764313 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.577255 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.263277 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.661236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,13),-0.332579 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.460874 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.514201 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.13259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.59007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,18),-0.859669 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.718818 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.28765 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.596813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,15),-0.355116 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.43613 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.123163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.711953 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.522632 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.21377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0128418 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.377244 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.21377 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.251673 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.387621 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0746545 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.693071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,12),-0.153481 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.427566 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.110001 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.393109 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.516008 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0950313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.283888 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.618799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0950313 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.096802 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0946574 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0892824 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.139836 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.60868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,15),-0.619678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.456844 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.475931 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.492691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.222544 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0689732 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.177478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.191495 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.169507 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.258746 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.162887 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.547387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),0.0177968 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.485612 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.536165 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.556219 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.528324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.258177 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.103754 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.138192 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.151953 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.218709 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.294379 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.000419189 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.0716971 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.176091 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.485816 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.233497 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.223223 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.29401 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.0381374 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.463051 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.386027 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0921783 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.48319 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.407349 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.00220515 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.00859221 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.585481 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.00220515 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.165908 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.00257904 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.158388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.13546 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.120901 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.586359 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.287089 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00675923 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.117429 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),0.0464766 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.592835 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.217403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.475397 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.181548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.127522 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.287968 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.565282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0136953 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.154336 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.232088 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.538274 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.244426 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.190408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.304788 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.497418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0517496 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.231337 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0313085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.286826 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.181548 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.127522 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.287968 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.565282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0523466 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.139607 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.462138 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.186524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0625717 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.221147 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.570976 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.150771 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.554718 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.26087 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.207809 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.379947 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.600915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.0871276 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.100322 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.422597 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.235726 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0982048 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.075677 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.176524 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.174291 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.452498 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.273963 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.257718 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.35227 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.13043 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.400845 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.374509 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.187747 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.34283 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.312921 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.109291 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.151351 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.289304 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.109291 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.186129 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0996267 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.164794 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0219674 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.000829966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.289304 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.109067 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0776948 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.355725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.000572775 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.307206 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.100892 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.109067 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0776948 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.355725 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0878851 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.314664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.138788 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.000572775 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.307206 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.246085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.491277 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.304516 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.0761701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.177261 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0617247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.200509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.151656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.132648 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.11073 # DEPENDENCYPART_GRANDPAR
(7,20),(20,8),-0.0886565 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),0.00939544 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.0581012 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.00705168 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.0653018 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.25627 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.139829 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0970101 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.211839 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.160258 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.105311 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.561698 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.467947 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.769723 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.55932 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.378035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.331898 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.374851 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.378035 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.360964 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.37572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.348142 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.254391 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.547436 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.374852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.28509 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.191339 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.305341 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.271166 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.370071 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.347641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.28509 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.191339 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.305341 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.420983 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.240455 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.740058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,12),-0.271166 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.370071 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.365886 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.363865 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.270114 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.413054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.360857 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.253975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.883204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,20),-0.55932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.601662 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.663179 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.569428 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.701692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.744549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.637667 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.345662 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.653826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0677561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0109398 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0103011 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.234006 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.657613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.740381 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.826163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.71928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.401613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.816493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.543732 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.104561 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0177712 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.000631232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0240578 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.153483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.135665 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.214361 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.329528 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.443921 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.230106 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.856608 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.806577 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.28775 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0961287 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.234943 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.28775 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.245089 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.285435 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.232267 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0184516 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.148525 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.234943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.156935 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0568798 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0624674 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.334743 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.249475 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.243801 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.156935 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0568798 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0624674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0142565 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.25266 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.253743 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.334743 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.249475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.228454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.195296 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0185194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0048314 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.151816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.307149 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.175798 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.806577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.360194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.282896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0690811 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0847596 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0904591 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0648745 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.255111 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.931913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0774015 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.234982 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.550039 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.383285 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.425163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.26983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.41382 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.316846 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.858008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0499947 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0496939 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.119644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.114041 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.0826745 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.395743 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.195431 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.169273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.309582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.127989 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.90765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.124309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.132743 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0834369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.188258 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.46635 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0861244 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.422647 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.249478 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.494083 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.188211 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.357864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.277943 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.673838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.13019 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0724553 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.281075 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0118288 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0313306 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.438235 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.293817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.579275 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.100562 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.520283 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.306468 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.319564 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.385315 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.229981 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.366227 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.252504 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.763131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.099892 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0308906 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.245895 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.295273 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.103452 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.134722 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.223159 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.366532 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.694495 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.454677 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.364239 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.302858 # DEPENDENCYPART_GRANDPAR
