# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,18,0,18,16,18,18,19,0,
(7,12),(12,14),-0.0514072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0127132 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0896965 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.349677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.0445985 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.133318 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.193626 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.197654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.137689 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.132142 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0127132 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.02869 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0312162 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0893321 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.12271 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.0281935 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.202137 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.769141 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.0509541 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0189872 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.202137 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.769141 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.131102 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.127349 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.751869 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0410847 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.197495 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0712347 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.0507105 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.00117735 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.00493093 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0222538 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.273786 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0509541 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0472005 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0391079 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.139519 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.226731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0186072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.588424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.202137 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.769141 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0141235 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.314467 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.147881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.153276 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.719799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.565863 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.535651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.0989484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.290353 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.00754009 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.207623 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.110486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.405429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.173403 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0542129 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.261319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.110711 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.231106 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.301701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.592771 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.321395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.0989484 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.290353 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.00754009 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.207623 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.110486 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.405429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.173403 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0542129 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.546547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.105879 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.225905 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.293045 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.587937 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),0.0158023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.0586466 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.0867635 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.822185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.261524 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.138132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.804837 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.65094 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.145757 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0790212 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0735994 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.396533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.110486 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.405429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.173403 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0542129 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.546547 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.39265 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.349318 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.293045 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.242845 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.26549 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.300505 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.304258 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.186733 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.658309 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.504412 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.368734 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.474199 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.370243 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.33664 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.340394 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.17598 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.300237 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.0499601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.222868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.152526 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.505785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.129118 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0278848 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.590354 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.436457 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.347986 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.406244 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.402187 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.260195 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.374633 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.573357 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.285878 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.289631 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.0520666 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.172106 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.154632 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.718261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.24974 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.736059 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.582162 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.441127 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.55195 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.645472 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.405698 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.617918 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.79468 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.380761 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.247637 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.011419 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.117521 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.0996562 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.205897 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0895308 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.117521 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.0996562 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.146364 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.138027 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.126576 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0884044 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.179855 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.271351 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.125435 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.336552 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.328215 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.511735 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.022493 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.205897 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.19756 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.359931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0517607 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.307455 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.297694 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.125967 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.117521 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.0996562 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.499267 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0669969 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.350784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.108469 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.168489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.192212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.0924746 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0906245 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0822878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.366239 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.246145 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.365489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.309892 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.412109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0906686 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.114359 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0902241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.0146215 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.00900697 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.140252 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.170578 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.173624 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.131957 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.842037 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.519558 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.287241 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.245971 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.116291 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.557739 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.516071 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.414307 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.32161 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.589278 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.547611 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.451672 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.521829 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.108619 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.21368 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.122204 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0949253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.755512 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.354114 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.189497 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.032536 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.12129 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.571341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.339057 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.391869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.515279 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.473611 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.283786 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.391405 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0817686 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.210943 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0539818 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.427188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.194871 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0694856 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.247683 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.210109 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.724353 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.258473 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.54088 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.499213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.341852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.297593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0428429 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.236545 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0100835 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.178843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.897654 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.552855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.921756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.337212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.593319 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.306928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.31929 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.33869 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.326151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.339604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0599403 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0892899 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0651813 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.559047 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.393173 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.632017 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.362509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.400926 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.394581 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.37631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.503612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.271328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.326364 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.112083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.358141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.106248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.306928 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.31929 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.33869 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.326151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.339604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.10732 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.219432 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0651813 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.206926 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.000371775 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.285068 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.61805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.385766 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.218598 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.438577 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.176089 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.871025 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.829357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.575107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.89224 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.345574 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.56669 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.31491 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.361005 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.346892 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.324578 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.410866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.178582 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.183761 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.231394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.245618 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.210271 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.180808 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.197283 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.213659 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.415458 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.725359 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0900989 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.496461 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.243815 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.274447 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.582986 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.113152 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.113833 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.231438 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.111465 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.62456 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.106298 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0114744 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.274695 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.659469 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.141207 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0506002 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.478434 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.283476 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.199147 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.266276 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0900989 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.496461 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.0487183 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.142582 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.205632 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.485884 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.540404 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.666856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.338421 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.585466 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0672043 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.117288 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.348006 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.256624 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.578904 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0394457 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.617171 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.52267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.0862116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.194235 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.149659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.465302 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.191895 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.607702 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0894399 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0609801 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.250677 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.215939 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.601139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.00621155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0371337 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0453626 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.473335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.272506 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.647805 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0330154 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.16981 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0118455 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0886952 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.672653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.00542575 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.344218 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.366059 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.496461 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.568031 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.00159 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.347976 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.544998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.286722 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.371483 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.679754 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.599127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.381422 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0516332 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0989388 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0396693 # DEPENDENCYPART_GRANDPAR
