# _root_ Ana'nın _ orada_olmadığını _ söyledikten sonra ben , buna ne inanırmış , ne de inanmazmış gibi bir tavır takındım .
#goldHeads=2,3,4,5,6,19,15,0,15,11,18,0,15,13,16,18,18,19,20,0,
#predictedHeads=3,3,4,5,6,11,11,0,11,11,12,19,15,13,16,19,18,19,20,0,
(2,10),(10,5),-0.17749 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.203298 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.275205 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.395702 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.454655 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.578035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.136462 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.305833 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0928186 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.107406 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.149817 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.373449 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.34526 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0833666 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.25507 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0790949 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.404166 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.708112 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.456733 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.224573 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.654971 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.664869 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.275205 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.348444 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.308783 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.454655 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.578035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.136462 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.305833 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.0928186 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.107406 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.149817 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.373449 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.34526 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0833666 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.406842 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.326191 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.00390192 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.0931226 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.456733 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.224573 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.654971 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.664869 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.263005 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.567552 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.33994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0843609 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.194319 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.11669 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.0892549 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.185713 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.174965 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.426884 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.333546 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.0848405 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.466039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0396869 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0225712 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.46275 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.370286 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.166476 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0182486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.28452 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.252186 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.259419 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.125192 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.464318 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.205869 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.3394 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.513157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0660822 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0369798 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),0.00641595 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.60747 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.0146628 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.870061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0846881 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.408585 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.615408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.457037 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.329825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.432413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,2),-0.658061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.448556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0796991 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.264148 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.308061 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.617996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.849169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.190762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.517317 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.101274 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0235326 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.107428 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.286123 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.285159 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.1833 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.210504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.153511 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.495081 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.375602 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.472282 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.722346 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.34507 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.532769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.125832 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0576187 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.369692 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.353349 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.472813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.101158 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.248467 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.19743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.447384 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.883306 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.365563 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.403032 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.780483 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.549244 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.617996 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.849169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.190762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.517317 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.422949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.210145 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.896044 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0801954 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.286123 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0575007 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.285159 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.1833 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.495081 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.341842 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.352001 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.472282 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.722346 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.34507 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.532769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.125832 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.0576187 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.369692 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.353349 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.472813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.101158 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.650882 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.319589 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.122237 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0499045 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.365563 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.403032 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.780483 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.549244 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.375292 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.17603 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.341532 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.197109 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0644463 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.902231 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.391683 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.147508 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.064258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0562757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0108573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.00685691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.000731432 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.518002 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.429805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0467717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.15162 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.0944057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),0.103524 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.260673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),0.0501121 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.105395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.458849 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.16271 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.286742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.2885 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.00464966 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.189998 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.413247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),-0.176021 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.135003 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.35759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.310992 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.286742 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.329012 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.154028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.189998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.413247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.230853 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.216908 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.176021 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.135003 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.171387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.35759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.310992 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.384789 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0296214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.103093 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.328723 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.281612 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.084484 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.179355 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.509606 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.411786 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.527607 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.382101 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0722512 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.339418 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.356385 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.220472 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.33814 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.509606 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.524414 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.382101 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0722512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.246276 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.638977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.339418 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.356385 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.416589 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.220472 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.33814 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.406019 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.312125 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.25649 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.00637575 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.397032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.232932 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0580634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.177466 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.442804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,1),-0.452476 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.556333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.24087 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.500697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.211185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0464632 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.132199 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.40651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.142901 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.164387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0604609 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.00362473 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.213955 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.000648217 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0373772 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.102267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.195916 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.445022 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.566467 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.510831 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.0933558 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.142953 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.566784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.378288 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.408377 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0634216 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.101667 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.170315 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.111031 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0936009 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.452476 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.556333 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.24087 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.500697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.211185 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.0464632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),0.132199 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.40651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.142901 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.164387 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0608788 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.184122 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.045441 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.318378 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0373772 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.102267 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.195916 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.445022 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.325492 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.124709 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.0947512 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.438782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.09561 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.249211 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0617414 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.216394 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.130265 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0971334 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0434966 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.256654 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.370382 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.452476 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.556333 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.24087 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.500697 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.211185 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.0464632 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.132199 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.40651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.142901 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.164387 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.0608788 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.184122 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.045441 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.318378 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.042634 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.229952 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.34332 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.020235 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.445022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.362321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.382121 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.384658 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0956861 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.268803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.173385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.460666 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.138422 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.333248 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.386899 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.462457 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.503355 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.363511 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.476198 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.574059 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.608083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.315454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.15367 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.442104 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.580017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.614042 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0516045 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.00678083 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.43253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.221539 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.186682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.189799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.238833 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.286102 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.420362 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.04114 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.55156 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.482618 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.0524609 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.191083 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.0565767 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.06776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),0.207905 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.942466 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.00747412 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.319641 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.24558 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.04114 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.18531 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.141319 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0524609 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.191083 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.168569 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.166333 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0565767 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.06776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.0328709 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.207905 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.942466 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),0.0873616 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.00747407 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.174985 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.144859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.380426 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.205644 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.380364 # DEPENDENCYPART_GRANDPAR
