# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(22,10),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0258927 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0644916 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0258927 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.00669285 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0215282 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0662727 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0215282 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0237179 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.00736588 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0215282 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0590403 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0650307 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0215282 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.101801 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0851189 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.101801 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0336801 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0314314 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.101801 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0196266 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.00281688 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.101801 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.065657 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0258927 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0243335 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0258927 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0644916 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0258927 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0773112 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0248876 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.00393295 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0773112 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0509842 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.00588822 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0773112 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0243335 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0258927 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0644916 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0258927 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.057433 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.139704 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.000554718 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.122211 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.139704 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.102338 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00230814 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.00281383 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.102338 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0644916 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0258927 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.199539 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.274918 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0345049 # DEPENDENCYPART_SIBL
(0,7),(7,1),-0.936655 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-1.3849 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-2.18376 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-2.1665 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.629769 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.822421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.312031 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.589697 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.556071 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-1.02903 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-2.18376 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-2.1665 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.629769 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.00646 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.67738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.32171 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.933014 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.24062 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.646901 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.498669 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.556071 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-1.02903 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.826329 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.927051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.590265 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.336661 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.431962 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.646743 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.880301 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.63971 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.800135 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.687556 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.900857 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.810513 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.794084 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.752626 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.604021 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.618634 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),-0.150002 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-1.21514 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-1.19787 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.0357685 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.219803 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.890724 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.535676 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.267654 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.453971 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.387173 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.554694 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.609875 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.421614 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.406462 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.104921 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.328376 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.936818 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.234809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0928385 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.811047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.796222 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.786816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,2),-0.362672 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0694662 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.302779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,2),-0.106169 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0448517 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.168195 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0777476 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.274605 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.21556 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.258286 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.145813 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.253369 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.492232 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.253369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.492232 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.285304 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0952341 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.260309 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.266273 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.213956 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.304216 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.213956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.304216 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0515307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.257448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.370489 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0507979 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.12286 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.636511 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.261576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.479917 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.407855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.131865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.82921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.200591 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.195711 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.08128 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),0.186626 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.398282 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.32622 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.0757165 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.665207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.160166 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0327573 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.142828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.159037 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.380638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.285904 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.0417805 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.263928 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.467415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.395353 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.820502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.441266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.368446 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.032844 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.571237 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.198316 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.440103 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.368041 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.739426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.124903 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.360239 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.140435 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.000224336 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.395766 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.23854 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.52369 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.419177 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.608207 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.2583 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.366901 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.85837 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.190618 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.306079 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.88843 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.235503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.571191 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.178392 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.435738 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.595616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.435738 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.595616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.245789 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.231636 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.263229 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.137757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0838049 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.134381 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.228779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.193674 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.139722 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0191806 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.446274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.317144 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.204723 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.530326 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.273693 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.260919 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.314871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.365325 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.024729 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.227656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.128914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0766432 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.144605 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0916778 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.246958 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.0381851 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.287841 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.341793 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.345511 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),-0.227158 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.191997 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.367303 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0630506 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.360318 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.326266 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.441639 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.118033 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.574166 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.378643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.636993 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.277804 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.331756 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),0.0895449 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.199101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.0807383 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.075894 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.115975 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0590647 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.145082 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0523463 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.0693869 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.204261 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.000182891 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0188591 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.319634 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.385981 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.365325 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.227656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,9),0.00871177 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.0273836 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.0676261 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.020706 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.0979415 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.172621 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.224044 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.0590116 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.287994 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.258447 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.106825 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.491995 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.130829 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.491995 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.130829 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.193397 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.545437 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0812937 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.113012 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0642094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.566422 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.261681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.251971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.203168 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0902694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.207737 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.973655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.34795 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.472642 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.252013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.145777 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.161418 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.366739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.317936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0310257 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.429293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.01235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,14),-0.516953 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.559379 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.492952 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.690737 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.595707 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.546904 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.337154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.891421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.191833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.301378 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.315705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.300341 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.149428 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.736133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.31755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.523525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.273203 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.28699 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0243699 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.636062 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.504185 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.2144 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.872179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.315332 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.237222 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.724672 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.424554 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.571554 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.120889 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.874403 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.315705 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.300341 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.149428 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.736133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.31755 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.101163 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.588613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.407467 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.299821 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.449514 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.410584 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.220015 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.596513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.28699 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0243699 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.847827 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.625125 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.568394 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.519592 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.273765 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.171691 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.810394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.219401 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.175388 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.662851 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.366602 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.479988 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.424052 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.594609 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.202246 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.322979 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.741609 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.107438 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.250025 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.771668 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.461274 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.435765 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.382366 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.559008 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.382366 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.559008 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.340072 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.270236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.504653 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.225768 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.123027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0271781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.298032 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.286164 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.500084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,19),-0.417184 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.452067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.225768 # DEPENDENCYPART_GRANDPAR
