# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(22,5),(22,8),-0.220022 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.510511 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.252873 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.437848 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0262093 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.252501 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.252873 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.437848 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.254936 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.252873 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.437848 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.025689 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0750983 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.168714 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0773112 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.025689 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0183485 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.00436801 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0764975 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.025689 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.00487434 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0773112 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.025689 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.220022 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.510511 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.252873 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.437848 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0262093 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.252501 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.252873 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.437848 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.254936 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.252873 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.437848 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.168714 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0773112 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.025689 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0183485 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.00436801 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0764975 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.025689 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.00487434 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0773112 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.025689 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.472193 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.696399 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0595929 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.301907 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.472193 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.696399 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.303266 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.472193 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.696399 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0729362 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0112935 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0213725 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0021959 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0729362 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0491534 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0108539 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0690393 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0262093 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.252501 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.252873 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.437848 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.254936 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.252873 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.437848 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0745284 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.11622 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0129372 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.065898 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.115855 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0129372 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0663096 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0232056 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.121788 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0655995 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0232056 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0468671 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0568431 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0221051 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0429702 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.254936 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.252873 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.437848 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0729281 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0513003 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0389174 # DEPENDENCYPART_SIBL
(0,6),(6,2),-0.754258 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.854902 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-1.75127 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-1.07412 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.452601 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.751922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.754649 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-1.08956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.754258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-1.07412 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.6317 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.09397 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-1.88914 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.751922 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.754649 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-1.08956 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.522679 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.87009 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.12873 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.822 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.140377 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.00191355 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.0945313 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.0179322 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.191323 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-1.70937 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.761665 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.317253 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.49933 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.714918 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.665544 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.31998 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.8279 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.794053 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.647457 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.627196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.202172 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.708792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,21),-0.307691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.601383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.183141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.985502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,1),-0.770291 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.345027 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.784002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),-0.206711 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.0774644 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.0917886 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),0.118655 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.0803982 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.210644 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.329672 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.104272 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.320074 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.491435 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.47248 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.268691 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.0906808 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.436701 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.25763 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.182578 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.286118 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.370076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0932596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.22019 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.468019 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0793131 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.00438906 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.146753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.231442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.196092 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.326355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.493717 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.18857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0306763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.179473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.244265 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.226685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0643254 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.168444 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.0314469 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.477491 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.125599 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.239577 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),0.231442 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.196092 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.326355 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.493717 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.18857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.0306763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.183161 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.108099 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0147429 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0466869 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.108707 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0315767 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.532369 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.152731 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0314469 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.477491 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.125599 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.239577 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.10388 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.0515142 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.176051 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.418914 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.14365 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.460291 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.323035 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0646578 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0300014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0538778 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0138627 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.34184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.399545 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.493895 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.604906 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.126861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.142175 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0888665 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0642581 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.261885 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.240524 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.601214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.352832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.358328 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.301306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.387483 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0637734 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.278906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0820187 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.323361 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0179967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.00766305 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0922669 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.115468 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.18078 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.222324 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.272823 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.352832 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.358328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.301306 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.387483 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.0637734 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.278906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.029852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0407106 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.169404 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0679328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0816179 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.171196 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0557348 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.00617944 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.114537 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.179848 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.221392 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.271891 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.352832 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.301306 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.387483 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.0637734 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.278906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.029852 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0407106 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.169404 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0679328 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0816179 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0512127 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.391225 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0708279 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0750794 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.199076 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0703619 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.183918 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.221392 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.271891 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.353559 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.352832 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.304068 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.390245 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.0637734 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.274272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),0.0344862 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),-0.0360763 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.174039 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.059643 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0733281 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.055847 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.382691 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.061102 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0653535 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.190786 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.2172 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.191731 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.237602 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.299963 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.353559 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.388277 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.00991791 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.350293 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.290334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0238645 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.229142 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.211597 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.262869 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.167386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.269572 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0717771 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.421593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,12),-0.265177 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.953286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0296629 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.273624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.575283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.734539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.327201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,12),-0.170785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.78504 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.349335 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.247883 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.0653909 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.17477 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.525127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.530463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.498363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.115891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.314835 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.33368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.28628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.363996 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.137193 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.317984 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.402105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.269907 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.506052 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.578466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.142476 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0336586 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.505171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.75673 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.612467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.320993 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.531824 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.580323 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.647515 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.0369349 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.204136 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.187523 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.264034 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.531824 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.294576 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.580323 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.647515 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.0369349 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.204136 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.26512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.187523 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.264034 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.669068 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0528321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.114096 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.627941 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.199419 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.527843 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.302065 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.560817 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.62382 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.0290007 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.160101 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.319184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.205043 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.143341 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.726261 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.77674 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.00179107 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0499635 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.479778 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.541799 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.740159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.652676 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.304422 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.294576 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),-0.187523 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.264034 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.669068 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.719547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.108704 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.209418 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.163419 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.605338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.621526 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.133578 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.657062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.193004 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.527843 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.560817 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.62382 # DEPENDENCYPART_GRANDPAR
