# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,9,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,22,0,
(2,4),(4,1),-0.159252 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.881026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.200158 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.221016 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0409335 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.086942 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.09464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.21234 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.840495 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.369569 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.213644 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.223681 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.370003 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.317906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.59293 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0517629 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.421869 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.173224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.431959 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.541109 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.388354 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.398364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.246484 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.217168 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.406753 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0466807 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0205523 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.848743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.117434 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.390304 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.114982 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.265317 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.222799 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.152616 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.775212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0514101 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.126761 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0787767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.277865 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.143471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.0341174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0303969 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.824853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.136885 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.177561 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.256686 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.111998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0949442 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.233722 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0819446 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.476764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.0466346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.206999 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0450864 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0802063 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.467955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.197314 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.428312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0141794 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0471206 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0554148 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.191233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.525778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.197314 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.253634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.135737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.106335 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.197584 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.505937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.215329 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.23521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.217038 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.21615 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.424629 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.487824 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.757349 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.547762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.691563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.200495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.132826 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.303077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.189677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.253634 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.135737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.106335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.197584 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.505937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.241011 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.353761 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.217038 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.192254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.259398 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.220748 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.487824 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.757349 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.547762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.691563 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.179434 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),0.153887 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.274887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.0366519 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.00979909 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0163757 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.011508 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.0346993 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.13394 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.0405635 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0178475 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.224212 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0799179 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.268989 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.212241 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.137353 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.149234 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.256297 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.186712 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.154109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.341322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.427862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,14),-0.511631 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.334716 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.182692 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.205615 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0490753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.077405 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.427862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.175352 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.122213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0150909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.124178 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.398544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.190308 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.183206 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.670877 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.554001 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.555785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0611698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.166926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.265436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.323132 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.104703 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.324916 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.12997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.471333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.183687 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.23763 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0530767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.296953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.148257 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0598153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.665119 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0863862 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.202363 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.554001 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.555785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.0611698 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.176239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0484123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.26317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.244866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.0295275 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.152192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.283918 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0737039 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.215426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.130731 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.0279783 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0295275 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.283918 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.176272 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0179716 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0627784 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.420242 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.157369 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.075249 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.34199 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.0846284 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.324916 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.183687 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.233477 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.35654 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.421663 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.208495 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.144066 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.451634 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.506418 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.665119 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.473943 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0863862 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.202363 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.590136 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.59192 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.0490535 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.345222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.0602731 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.129883 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.110063 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.282586 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.220078 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.0823841 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0206487 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.377028 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.304833 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.319522 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.170287 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.11141 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.231344 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.117448 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.377856 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.186196 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.494849 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.462611 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.345277 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.671365 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.122754 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.326176 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),0.027978 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.153486 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.28522 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.177567 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.0640719 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.426631 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.262322 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.22046 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.579971 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0342052 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.468456 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.113988 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.358255 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0184081 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0462682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.060311 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0663343 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.188706 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0184081 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.14254 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.105152 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.113862 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0663343 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0085748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.224296 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0952766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.205338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.335006 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.279408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0807037 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.172404 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0462785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.316421 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0702852 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.304864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.142834 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.21617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0942685 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.000647666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.057209 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.015132 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.131054 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.173004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.131609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.127952 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.104461 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.205401 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.368393 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.293732 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.36095 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.36576 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.100441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.23666 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.00221661 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.239106 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.29367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0931009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.153258 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0663828 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.151249 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.710426 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0650806 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.392808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,17),-0.582792 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.539998 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.36186 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.498997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.352578 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.00826426 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0422934 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.319874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.0887092 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.235405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.283689 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.191104 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.48846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.378467 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.124887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.229096 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.22784 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0480704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.22251 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.585046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.582856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.22287 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.00565904 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.16119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,6),-0.447348 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0356725 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.655885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.100848 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.296195 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0954772 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),0.0443248 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.183185 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.354176 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.155995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.351987 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.0317302 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.374414 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.254638 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.465596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.123635 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.298457 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.496739 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.283607 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.168621 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0692405 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.12157 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.585046 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.582856 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.00565904 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.116187 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.245251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.36311 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.102052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.351987 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.254638 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.123635 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.298457 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.496739 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.202354 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0521635 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.300953 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.545024 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.577034 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.450789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0692405 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.12157 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.621181 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.618991 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.210754 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.551699 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.0101201 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.339485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.000221054 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.224503 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.295155 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0762431 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0712542 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.226346 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.343439 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.210716 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.147133 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0442166 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.156827 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0366552 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.452933 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0942932 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.344167 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.501217 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.236471 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.583279 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0995997 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.251659 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.133723 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),-0.0436437 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.227137 # DEPENDENCYPART_GRANDPAR
